Symbol,Name,GICS Sector,Ret,Dividend Yield (Forward),PE Ratio (Forward),Price to Book Value,Market Cap (millions),Beta (3Y),Return on Equity (TTM)
ICE,Intercontinental Exchange,Financials,0.0037,0.0133,20.96426496,2.517128175,42735.44186,0.3751,0.151814
IDXX,IDEXX Laboratories,Health Care,0.0041,#N/A,52.42054559,#N/A,18888.40285,0.6611,-4.538305
IFF,International Flavors,Materials,-0.002,0.0223,19.77324715,5.537767785,9819.339796,1.0373,0.181629
ILMN,Illumina,Health Care,0.0005,#N/A,57.43733987,13.64293211,41037.99,0.9542,0.20428
INCY,Incyte,Health Care,-0.0045,#N/A,56.60579187,8.904269444,14496.57362,1.2037,-0.119271
INFO,IHS Markit,Industrials,-0.0152,#N/A,22.23930516,2.477670817,20223.15356,0.8072,0.075595
INTC,Intel,Information Technology,-0.0097,0.021,14.81669013,3.785690656,265620,0.9899,0.160465
INTU,Intuit,Information Technology,0.0009,0.0076,37.71323722,22.62518314,53485.83113,1.2102,0.762701
IP,International Paper,Materials,-0.0074,0.0344,11.12414199,3.267584442,23673.61105,1.7897,0.479119
IPG,The Interpublic Group,Consumer Discretionary,-0.0257,0.0372,13.21173503,4.174242011,8801.41699,1.1201,0.264598
IPGP,IPG Photonics,Information Technology,-0.0009,#N/A,30.07046155,6.412195491,13756.5309,1.7113,0.197454
IQV,IQVIA Holdings,Health Care,-0.0196,#N/A,18.86210962,2.581110668,21154.78394,0.6271,0.168567
IR,Ingersoll-Rand,Industrials,-0.009,0.0204,16.64733801,3.096156744,21922.60332,1.4796,0.19035
IRM,Iron Mountain,Real Estate,-0.0132,0.0692,32.66023431,4.358916546,9850.078332,0.5173,0.083662
ISRG,Intuitive Surgical,Health Care,-0.0045,#N/A,48.4098912,10.16069152,55854.48426,1.0928,0.161099
IT,Gartner,Information Technology,-0.0027,#N/A,36.04537031,12.48348356,12328.37584,1.4051,-0.069562
ITW,Illinois Tool Works,Industrials,-0.0243,0.0212,18.81324267,11.86685907,49354.32317,1.2526,0.391429
IVZ,Invesco,Financials,-0.0032,0.0433,9.7826164,1.268514655,11283.64862,1.7126,0.140728
JBHT,JB Hunt Transport,Industrials,0.0047,0.0074,24.02091294,7.165184431,13922.49786,1.1628,0.436688
JCI,Johnson Controls,Industrials,-0.0147,0.0308,12.30668209,1.531058128,31958.68287,0.6987,0.103887
JEC,Jacobs Engineering Group,Industrials,-0.031,0.0092,15.65071745,1.586136198,9416.400045,1.5003,0.047595
JEF,Jefferies Financial Group,Financials,-0.0049,0.0181,#N/A,0.737135825,7562.67491,1.2794,0.00145
JNJ,Johnson & Johnson,Health Care,-0.0115,0.0297,14.95593624,5.150971152,325827.582,0.5583,0.018327
JNPR,Juniper Networks,Information Technology,-0.0094,0.0269,14.91971328,2.204049703,9531.857782,1.287,0.047758
JPM,JPMorgan Chase,Financials,-0.0255,0.0207,11.98767829,1.596214892,367341.3797,1.0957,0.115678
JWN,Nordstrom,Consumer Discretionary,-0.0034,0.0298,14.9514422,8.112218391,8680.081902,0.5902,0.529452
K,Kellogg,Consumer Staples,-0.0019,0.0338,14.16439802,8.643873027,21938.15493,0.3195,0.689836
KEY,KeyCorp,Financials,-0.0098,0.0243,11.70911932,1.519044146,21143.02855,0.8861,0.098834
KHC,Kraft Heinz,Consumer Staples,0.0006,0.0434,15.33200863,1.064794351,70541.30931,#N/A,0.180703
KIM,Kimco Realty,Real Estate,0.0011,0.0728,24.9664359,1.251647995,6789.857244,0.5481,0.09319
KLAC,KLA-Tencor,Information Technology,-0.0088,0.0259,14.88012824,13.44346407,18419.40605,1.4445,0.543097
KMB,Kimberly-Clark,Consumer Staples,-0.0058,0.0397,14.53857247,111.0800087,35212.37329,0.5828,6.264726
KMI,Kinder Morgan,Energy,-0.0103,0.0473,19.61607143,1.107378985,37282.60834,0.7923,0.007747
KMX,CarMax,Consumer Discretionary,-0.0218,#N/A,16.19277993,3.844489839,12751.57837,1.6492,0.206512
KO,Coca-Cola,Consumer Staples,-0.0101,0.0362,20.6504453,9.369831639,183742.2391,0.5555,0.069156
KORS,Michael Kors Holdings,Consumer Discretionary,0.0128,#N/A,13.28488411,4.716564746,9516.643059,-0.3877,0.326184
KR,Kroger,Consumer Staples,-0.0147,0.0205,12.01880242,3.068384242,21267.04764,0.9414,0.296413
KSS,Kohl's,Consumer Discretionary,-0.0058,0.0357,13.97990288,2.352714086,12600.94385,1.113,0.168002
KSU,Kansas City Southern,Industrials,0.0046,0.0133,17.16671268,2.353913922,10847.95089,0.5981,0.222507
L,Loews,Financials,0.0107,0.0051,14.37390725,0.854438497,15835.18789,0.4647,0.061768
LB,L Brands,Consumer Discretionary,0.0073,0.0694,13.2295057,#N/A,10393.76095,0.2467,-1.129106
LEG,Leggett & Platt,Consumer Discretionary,-0.0057,0.0367,15.93486979,4.649155387,5559.919647,0.8237,0.247072
LEN,Lennar,Consumer Discretionary,-0.0044,0.0031,10.35917121,1.307978683,17082.99386,1.1659,0.105859
LH,Laboratory Corp,Health Care,-0.0086,#N/A,15.76657369,2.670826744,18652.8705,1.3488,0.198483
LKQ,LKQ,Consumer Discretionary,-0.0137,#N/A,14.27519237,2.284202832,10065.59451,1.1636,0.136858
LLL,L3 Technologies,Industrials,-0.0013,0.016,20.66639602,2.995032616,15732.7453,1.3555,0.14296
LLY,Eli Lilly,Health Care,-0.0019,0.0265,16.4640202,6.338367568,92077.0608,0.2411,0.08129
LMT,Lockheed Martin,Industrials,-0.0065,0.0253,19.77990171,#N/A,91366.58469,0.6967,3.009294
LNC,Lincoln National,Financials,-0.0041,0.0196,7.984199556,0.9231581,14756.15457,1.986,0.124767
LNT,Alliant Energy,Utilities,0.0006,0.033,18.74459055,2.175635496,9206.031172,0.2472,0.118936
LOW,Lowe's Companies,Consumer Discretionary,-0.0082,0.0171,17.89240955,14.01138904,80495.69891,1.4065,0.674183
LRCX,Lam Research,Information Technology,-0.0304,0.0217,11.52233353,4.866846483,33109.24275,1.3681,0.279144
LUV,Southwest Airlines,Industrials,-0.0014,0.0126,11.55897061,3.066886815,29500.38684,1.2409,0.394884
LYB,LyondellBasell Industries,Materials,-0.0163,0.0354,10.35989085,4.671153523,45441.37432,1.3502,0.675421
M,Macy's,Consumer Discretionary,-0.0346,0.0425,10.41825235,2.106281725,12260.95545,0.5487,0.330944
MA,Mastercard,Information Technology,unch,0.0051,31.61625518,36.60584699,208762.8808,0.9912,0.743913
MAA,Mid-America Apartment,Real Estate,-0.0071,0.039,46.49272672,1.723859152,10845.45836,0.5234,0.053089
MAC,Macerich,Real Estate,-0.0145,0.0533,79.82045075,2.52540199,7974.5358,0.8678,0.011768
MAR,Marriott International,Consumer Discretionary,-0.0047,0.0119,24.92606929,13.69920037,48851.38402,1.3087,0.321099
MAS,Masco,Industrials,-0.0134,0.0112,15.29572912,#N/A,11994.25959,1.4755,-3.927536
MAT,Mattel,Consumer Discretionary,-0.0024,#N/A,#N/A,5.448438871,5352.899886,0.7275,-0.786052
MCD,McDonald's,Consumer Discretionary,-0.0052,0.0254,20.81803618,#N/A,125243.647,0.6884,-1.72721
MCHP,Microchip Technology,Information Technology,-0.0133,0.0144,15.53044139,7.323096026,24018.40033,1.1033,0.076493
MCK,McKesson,Health Care,0.007,0.0096,10.77334762,2.960517857,29024.62615,1.4373,0.006082
MCO,Moody's,Financials,-0.0039,0.0102,22.74048884,169.3179134,33812.78,1.0912,-2.442728
MDLZ,Mondelez International,Consumer Staples,-0.1088,0.0222,15.98557059,2.189302614,57911.16964,0.6002,0.124258
MDT,Medtronic,Health Care,-0.006,0.0209,16.93258162,2.33702452,117397.1758,0.7471,0.055682
MET,MetLife,Financials,-0.0061,0.036,9.188684481,0.837483186,47156.86385,0.9751,0.071777
MGM,MGM Resorts International,Consumer Discretionary,-0.0052,0.0151,22.05256595,2.330378091,17176.85119,1.5758,0.289188
MHK,Mohawk Industries,Consumer Discretionary,-0.0068,#N/A,13.37964004,2.092328699,15353.15844,1.3448,0.145421
MKC,McCormick & Co,Consumer Staples,-0.0319,0.0207,20.67469831,4.325601255,13237.19781,0.2944,0.34587
MLM,Martin Marietta Materials,Materials,-0.0086,0.0078,24.47867697,3.050104328,14264.18038,0.9857,0.155072
MMC,Marsh & McLennan,Financials,-0.0107,0.0206,18.65670889,5.181868322,41143.72802,0.8383,0.22484
MMM,3M,Industrials,0.0015,0.0273,19.31325773,10.84411221,119035.3061,1.0915,0.361209
MNST,Monster Beverage,Consumer Staples,-0.0167,#N/A,29.97424738,7.456769878,28899.33723,0.9,0.227843
MO,Altria Group,Consumer Staples,-0.012,0.0503,14.10067717,6.928072563,106650.7374,0.4778,0.792354
MON,Monsanto,#N/A,-0.0138,0.0169,22.65659711,7.280583748,56453.46208,0.9098,0.378975
MOS,Mosaic,Materials,-0.0046,0.0036,19.35955484,1.027045812,10737.7037,1.5414,-0.006456
MPC,Marathon Petroleum,Energy,-0.0029,0.0225,17.30581007,2.474877188,37093.48644,1.4731,0.258953
MRK,Merck & Co,Health Care,-0.0178,0.0317,14.50264184,4.907057046,165211.5625,1.0983,0.042576
MRO,Marathon Oil,Energy,0.0022,0.0093,27.44230489,1.459406191,17562.99847,3.02,-0.033881
MS,Morgan Stanley,Financials,0.0011,0.0195,10.67384427,1.29573742,90070.84913,1.4868,0.098249
MSCI,MSCI,Financials,0.0144,0.0093,30.88060111,34.58517978,14573.27795,1.2684,0.978418
MSFT,Microsoft,Information Technology,-0.0212,0.0167,26.65306884,9.916377634,785760.6083,1.2786,0.147444
MSI,Motorola Solutions,Information Technology,-0.0002,0.0191,16.50155137,#N/A,18219.14364,0.1689,0.093284
MTB,M&T Bank,Financials,-0.0061,0.0183,14.008679,1.749478638,25329.08859,0.937,0.094615
MTD,Mettler-Toledo Intl,Health Care,-0.0036,#N/A,28.31563,25.98396578,14570.44606,1.4409,0.746816
MU,Micron Technology,Information Technology,-0.0113,#N/A,5.129600508,2.676326396,68774.0349,1.5726,0.513967
MYL,Mylan,Health Care,-0.0059,#N/A,7.457471688,1.562719481,20592.0318,1.3128,0.055761
NAVI,Navient,#N/A,-0.017,0.0448,7.822746973,1.076057411,3913.53013,2.2603,0.092671
NBL,Noble Energy,Energy,0.0164,0.0123,32.45923452,1.611079481,16693.82653,1.1062,-0.059559
NCLH,Norwegian Cruise Line,Consumer Discretionary,-0.0016,#N/A,10.87038171,2.02374637,11411.97972,1.6691,0.150907
NDAQ,Nasdaq,Financials,-0.0067,0.0191,19.21325938,2.720166309,15572.90013,0.4777,0.131034
NEE,NextEra Energy,Utilities,-0.0075,0.0272,20.55917527,2.296677148,75113.97754,0.2495,0.296356
NEM,Newmont Mining,Materials,0.0005,0.0145,26.80783393,1.941202824,20528.55667,0.5664,0.004444
NFLX,Netflix,Information Technology,-0.0031,#N/A,127.1048722,39.54658903,159006.2061,1.3466,0.197115
NFX,Newfield Exploration,Energy,-0.01,#N/A,8.511622801,3.737755177,5625.291279,1.7022,0.280632
NI,NiSource,Utilities,0.0134,0.0315,18.91193038,1.81751225,8190.131924,0.2,0.044947
NKE,Nike,Consumer Discretionary,0.0038,0.011,27.41042555,12.20269657,119366.9012,0.5803,0.153762
NKTR,Nektar Therapeutics,Health Care,-0.0065,#N/A,15.08145619,164.2767475,9574.543623,2.7497,-2.309883
NLSN,Nielsen Holdings,Industrials,0.0064,0.0469,11.46133835,2.510673224,10690.32421,0.8813,0.102012
NOC,Northrop Grumman,Industrials,-0.0081,0.0145,21.30663735,7.479925477,57445.64316,0.7937,0.323261
NOV,National Oilwell Varco,Energy,-0.0004,0.0048,448.9273143,1.14106756,16067.87901,0.6667,-0.013046
NRG,NRG Energy,Utilities,0.0042,0.0035,9.95562836,#N/A,10595.92066,1.0545,-2.553001
NSC,Norfolk Southern,Industrials,-0.01,0.0186,17.44937915,2.597244096,42641.2235,1.4606,0.390633
NTAP,NetApp,Information Technology,0.0015,0.0143,17.88234048,8.970970563,19520.84789,1.7738,-0.001895
NTRS,Northern Trust,Financials,-0.0077,0.0159,16.3356444,2.53016196,23642.0858,1.0045,0.141048
NUE,Nucor,Materials,-0.021,0.0231,10.68801256,2.349189121,21086.62366,1.644,0.153981
NVDA,NVIDIA,Information Technology,0.0006,0.0023,34.16655724,20.85599721,160946.05,1.5951,0.562342
NWL,Newell Brands,Consumer Discretionary,-0.0065,0.0398,8.885049612,0.810473643,11452.806,0.5315,0.165793
NWS,News,Consumer Discretionary,-0.0029,0.0128,37.30903514,0.961942492,9326.363195,1.7695,-0.147202
NWSA,News,Consumer Discretionary,-0.1266,0.0131,36.423,0.939141007,9104.86204,1.9348,-0.147202
O,Realty Income,Real Estate,-0.135,0.0497,41.44971163,2.074230643,15075.36552,0.2872,0.043448
OKE,ONEOK,Energy,-0.0082,0.0446,25.94332199,4.20677552,28191.60584,1.337,0.121582
OMC,Omnicom Group,Consumer Discretionary,0.0023,0.0332,12.97987212,6.31311944,16580.77636,1.0253,0.456901
ORCL,Oracle,Information Technology,-0.0012,0.0161,14.0651809,4.035366188,192848.4662,1.1059,0.069124
ORLY,O'Reilly Automotive,Consumer Discretionary,-0.0045,#N/A,17.76656269,53.30862681,22593.70419,0.8503,1.473497
OXY,Occidental Petroleum,Energy,0.0005,0.0362,18.88252746,3.160312652,65488.66753,0.5642,0.091373
PAYX,Paychex,Information Technology,0.0127,0.0337,24.2376303,11.78376671,24103.7866,0.973,0.458961
PBCT,People's United,Financials,-0.0032,0.0376,14.76206122,1.171947447,6564.450332,0.9146,0.069086
PCAR,PACCAR,Industrials,-0.0054,0.0178,11.3012007,2.643682847,22649.64364,0.9838,0.239822
PCG,PG&E,Utilities,-0.0117,#N/A,10.9891829,1.099038262,21684.79073,-0.0382,0.080335
PEG,Public Service Enterprise,Utilities,-0.028,0.0343,16.7317524,1.862011708,26261.20045,0.3398,0.150602
PEP,PepsiCo,Consumer Staples,-0.0127,0.037,17.59890582,13.05542526,142082.6283,0.6378,0.4146
PFE,Pfizer,Health Care,-0.0073,0.0375,12.37080516,3.038066283,213158.3673,0.9349,0.340926
PFG,Principal Financial Group,Financials,-0.0017,0.0353,9.871099893,1.315230254,16029.03564,1.2611,0.200504
PG,Procter & Gamble,Consumer Staples,-0.0298,0.0391,17.66893322,3.487471852,186030.071,0.3905,0.188437
PGR,Progressive,Financials,0.0004,#N/A,15.62701413,3.733355754,36696.546,0.5001,0.205356
PH,Parker Hannifin,Industrials,-0.0016,0.0176,17.17461239,3.918906245,23005.30022,1.2053,0.185945
PHM,PulteGroup,Consumer Discretionary,-0.0175,0.0119,9.269509648,2.051978663,8771.32188,0.7223,0.120316
PKG,Packaging Corp of America,Materials,-0.0201,0.0263,15.2613212,5.025675216,11427.27232,1.9636,0.339475
PKI,PerkinElmer,Health Care,-0.009,0.0037,21.21370472,3.317877342,8477.914072,1.2995,0.114382
PLD,Prologis,Real Estate,-0.0078,0.0295,34.62801461,2.257093313,35236.53222,1.1059,0.119273
PM,Philip Morris Intl,Consumer Staples,-0.0122,0.0547,14.89195246,#N/A,120751.517,0.7316,-0.498066
PNC,PNC Financial Services Gr,Financials,-0.0218,0.0207,13.73947153,1.45320475,68255.73559,0.962,0.118389
PNR,Pentair,Industrials,-0.0115,0.016,19.35568641,1.65698126,7820.459816,1.2303,0.141738
PNW,Pinnacle West Capital,Utilities,-0.0092,0.0358,16.93387015,1.687507612,8471.104604,0.1434,0.094213
PPG,PPG Industries,Materials,-0.0001,0.0176,16.09185122,4.597042898,25550.60054,1.4886,0.293456
PPL,PPL,Utilities,-0.016,0.0608,11.572647,1.681344996,18790.27311,0.5175,0.110562
PRGO,Perrigo Co,Health Care,-0.0031,0.0103,14.04846187,1.651385732,10247.58004,0.7747,0.021085
PRU,Prudential Financial,Financials,-0.0019,0.0364,8.083271151,0.798981143,41412,1.4576,0.156203
PSA,Public Storage,Real Estate,-0.0297,0.0378,28.42276947,7.627320178,37114.34682,0.3871,0.292773
PSX,Phillips 66,Energy,-0.0049,0.0269,15.74587221,2.52503781,55355.39885,0.8088,0.222951
PVH,PVH,Consumer Discretionary,0.0034,0.0009,17.54127385,2.229501971,12406.25747,0.6183,0.122868
PWR,Quanta Services,Industrials,-0.0156,#N/A,13.37745542,1.515622606,5522.075556,0.6928,0.084228
PX,Praxair,Materials,-0.0072,0.0209,23.48432584,7.2000571,45849.80369,1.1198,0.220161
PXD,Pioneer Natural Resources,Energy,-0.015,0.0017,27.64605753,2.858526326,32578.92093,1.2366,0.09714
PYPL,PayPal Holdings,Information Technology,0.0026,#N/A,36.36709741,6.899960837,101022.869,#N/A,0.126964
QCOM,Qualcomm,Information Technology,-0.0018,0.0423,18.1966653,3.722869426,88675.63973,1.5882,-0.161379
QRVO,Qorvo,Information Technology,-0.004,#N/A,13.98592331,2.164229734,10335.54691,1.2924,-0.008286
RCL,Royal Caribbean Cruises,Consumer Discretionary,-0.0271,0.0226,11.52901479,2.031587128,21629.93565,1.3592,0.160547
RE,Everest Re Group,Financials,-0.0047,0.023,10.38429984,1.112710641,9284.54204,0.2652,0.046574
REG,Regency Centers,Real Estate,-0.0002,0.0384,37.13049586,1.518506808,9968.11379,0.5066,0.037751
REGN,Regeneron Pharmaceuticals,Health Care,-0.0011,#N/A,16.62246975,5.119423436,33622.49326,1.5545,0.244864
RF,Regions Financial,Financials,-0.009,0.0194,13.25260854,1.391082007,20913.03063,1.3297,0.087996
RHI,Robert Half International,Industrials,-0.0078,0.0175,19.7573996,7.319815332,8160.074147,1.2669,0.277925
RHT,Red Hat,Information Technology,-0.002,#N/A,50.27103569,20.82553895,30618.38804,1.2095,0.188726
RJF,Raymond James Financial,Financials,0.0004,0.0122,14.51851068,2.418153727,14365.92868,1.8251,0.132763
RL,Ralph Lauren,Consumer Discretionary,-0.0091,0.0145,22.11292298,3.292719123,11384.20665,0.5684,0.047786
RMD,ResMed,Health Care,-0.0018,0.0135,30.41835335,7.286241796,15060.32859,1.3369,0.154448
ROK,Rockwell Automation,Industrials,-0.0029,0.0206,22.68552647,11.49941091,22391.61319,1.0928,0.185097
ROP,Roper Technologies,Industrials,-0.0151,0.0059,25.08089197,4.066415332,29097.39426,1.3296,0.156971
ROST,Ross Stores,Consumer Discretionary,-0.0075,0.0112,20.63582764,10.14832764,31767.27518,0.7507,0.498094
RRC,Range Resources,#N/A,-0.0062,0.0049,16.8233781,0.676170038,3945.424912,0.2609,0.037384
RSG,Republic Services,Industrials,-0.0044,0.0203,22.1249,2.8152,22272.9581,0.5458,0.170769
RTN,Raytheon,Industrials,0.0013,0.0164,21.70040605,5.984077807,61258.935,0.6591,0.205814
SBAC,SBA Communications,Real Estate,-0.0054,#N/A,168.1440664,#N/A,18396.35606,1.0002,-0.043005
SBUX,Starbucks,Consumer Discretionary,-0.0079,0.0211,22.37944034,16.3390342,76976.4,0.5049,0.802305
SCG,SCANA,Utilities,-0.0068,0.0693,11.6975383,0.980039075,5237.303852,0.1888,-0.021584
SCHW,Charles Schwab,Financials,-0.0024,0.0071,23.16253976,4.594535438,75979.35328,1.6928,0.16835
SEE,Sealed Air,Materials,-0.041,0.0146,17.33137148,#N/A,7076.487264,0.6572,2.162372
SHW,Sherwin-Williams,Materials,-0.0024,0.0089,20.86362413,9.898770299,36526.78943,1.4712,0.611542
SIVB,SVB Financial,Financials,-0.0071,#N/A,19.84072748,3.818643234,16861.0626,1.7301,0.143705
SJM,JM Smucker,Consumer Staples,0.0012,0.0294,11.58377742,1.545144946,12058.5445,0.2673,0.176093
SLB,Schlumberger,Energy,0.0098,0.029,33.25983842,2.567367019,94798.51618,1.02,-0.032512
SLG,SL Green Realty,Real Estate,-0.0099,0.0332,51.73686316,1.387241123,8691.961228,1.3865,0.029397
SNA,Snap-on,Consumer Discretionary,-0.008,0.0217,13.25730196,2.811720977,8670.950596,0.9548,0.198837
SNPS,Synopsys,Information Technology,0.0012,#N/A,23.73296985,4.133086708,13458.66448,1.2297,0.028978
SO,Southern,Utilities,-0.0145,0.0543,15.06637924,1.794850444,44288.92501,0.0168,0.046858
SPG,Simon Property Group,Real Estate,-0.0131,0.0485,22.38982665,14.57669022,50477.66072,0.7567,0.565243
SPGI,S&P Global,Financials,0.0018,0.01,23.85128991,7308.163,51157.141,1.1745,2.359584
SRCL,Stericycle,Industrials,-0.0018,#N/A,13.63687438,1.837307021,5401.58872,0.4305,0.002351
SRE,Sempra Energy,Utilities,-0.0025,0.0343,19.04121389,1.919547389,27163.93133,0.4799,0.012222
STI,SunTrust Banks,Financials,-0.0113,0.0234,13.14186963,1.447307608,32193.89029,1.4138,0.109105
STT,State Street Corporation,Financials,-0.0211,0.0171,12.61003597,1.861753724,35751.52848,1.4475,0.123474
STX,Seagate Technology,Information Technology,-0.0027,0.0435,11.0800755,12.45688413,16991.21158,1.568,0.627631
STZ,Constellation Brands,Consumer Staples,-0.0069,0.0133,23.17549818,5.355655954,43092.42455,-0.0707,0.303132
SWK,Stanley Black & Decker,Consumer Discretionary,-0.0184,0.0178,16.79292068,2.844676789,21873.4,1.1537,0.138362
SWKS,Skyworks Solutions,Information Technology,-0.0131,0.0127,13.99243749,4.452765919,18123.71559,0.8017,0.22151
SYF,Synchrony Financial,Financials,-0.019,0.0171,10.09478773,1.839615289,26408.93346,1.0951,0.144796
SYK,Stryker,Health Care,-0.0068,0.0107,24.53199495,7.189091966,66240.25699,0.4686,0.103255
SYMC,Symantec,Information Technology,-0.0026,0.0143,13.67439574,2.673965106,13257.41835,0.6975,0.272803
SYY,Sysco,Consumer Staples,-0.0221,0.022,21.87420549,14.58684252,34296.66636,0.4758,0.556322
T,AT&T,Telecommunication Services,-0.0071,0.0616,9.658598704,1.37536316,200687.88,0.3922,0.232036
TAP,Molson Coors Brewing,Consumer Staples,-0.0162,0.0266,12.48175235,0.980368475,13182.38646,0.5078,0.118607
TDG,TransDigm Group,Industrials,-0.0066,#N/A,19.08600759,#N/A,17632.0814,0.8034,-0.353371
TEL,TE Connectivity,Information Technology,-0.016,0.0186,17.13379391,3.523962505,33406.76197,1.125,0.141051
TGT,Target,Consumer Discretionary,0.0011,0.0341,14.86610244,3.751204715,41856.42098,0.5464,0.264686
TIF,Tiffany,Consumer Discretionary,-0.0201,0.0166,28.48587342,5.109836881,16625.97076,1.7041,0.132359
TJX,TJX Companies,Consumer Discretionary,0.0089,0.0173,19.24253663,11.17249833,58794.06194,0.3838,0.57722
TMK,Torchmark,Financials,-0.0105,0.0075,14.03485471,1.655266448,9634.17592,0.8391,0.276588
TMO,Thermo Fisher Scientific,Health Care,-0.0078,0.0032,19.68918906,3.308664869,86431.11458,1.3099,0.093527
TPR,Tapestry,Consumer Discretionary,0.0082,0.0303,17.20940527,4.107263256,12888.47665,0.0433,0.113094
TRIP,TripAdvisor,Consumer Discretionary,-0.0125,#N/A,42.51243671,5.684937756,7902.080995,1.052,-0.019543
TROW,T. Rowe Price Group,Financials,-0.0147,0.0228,17.16156035,5.027022266,29669.10785,1.1367,0.285453
TRV,Travelers Companies,Financials,-0.0053,0.0238,12.34013676,1.518407879,34890.73379,1.292,0.089384
TSCO,Tractor Supply,Consumer Discretionary,-0.008,0.0165,18.51046249,7.048410751,9256.294793,1.2224,0.315875
TSN,Tyson Foods,Consumer Staples,0.008,0.0176,10.57070695,2.093448688,25405.57546,0.1128,0.255594
TSS,Total System Services,Information Technology,0.0041,0.006,20.06409418,6.637254689,15893.45455,1.3494,0.272838
TTWO,Take-Two Interactive,Information Technology,0.0288,#N/A,24.80949384,8.692754504,12943.19551,1.6704,0.134195
TWX,Time Warner,#N/A,0.0016,0.0171,11.59578091,2.453624952,73131.21749,0.804,0.199695
TXN,Texas Instruments,Information Technology,-0.0372,0.0216,21.12038081,10.82219393,115169.7263,1.2259,0.379919
TXT,Textron,Industrials,-0.0069,0.0012,21.65974925,3.074030872,17497.65745,1.4128,0.069491
UA,Under Armour,Consumer Discretionary,-0.0005,#N/A,106.15,4.678482169,9439.953518,#N/A,-0.037438
UAA,Under Armour,Consumer Discretionary,-0.0043,#N/A,134.2476672,5.198525495,10489.33121,-0.3433,-0.037438
UAL,United Continental Holdings,Industrials,-0.0124,#N/A,8.881049428,2.305315176,19217.27181,1.1603,0.251296
UDR,UDR,Real Estate,-0.0135,0.0351,85.897678,3.503716108,9919.946804,0.4902,0.062246
UHS,Universal Health Services,Health Care,0.006,0.0035,12.26046704,2.101260161,10959.66216,0.7017,0.156398
ULTA,Ulta Beauty,Consumer Discretionary,0.0016,#N/A,23.23103428,8.565904111,15276.693,0.8006,0.349916
UNH,UnitedHealth Group,Health Care,-0.0047,0.0123,19.3366499,4.937739541,234806.1465,0.7367,0.248614
UNM,Unum,Financials,-0.0233,0.0235,7.581187355,0.897850424,8529.26379,1.3248,0.110529
UNP,Union Pacific,Industrials,0.0005,0.0199,18.66325895,4.519321419,110222.1883,0.8959,0.508196
UPS,United Parcel Service,Industrials,-0.0132,0.031,16.1325504,74.91045218,100679.6493,0.9094,4.525036
URI,United Rentals,Industrials,-0.0144,#N/A,10.78401828,4.481875798,13705.66256,2.647,0.587943
USB,US Bancorp,Financials,-0.0071,0.0236,12.63439666,1.920257022,84044.67307,0.9637,0.14863
UTX,United Technologies,Industrials,-0.0085,0.0223,17.69344531,3.300453211,100775.4947,1.0809,0.152779
V,Visa,Information Technology,-0.002,0.0064,29.66081852,10.76529532,308176.8783,1.0256,0.344412
VAR,Varian Medical Systems,Health Care,-0.0018,#N/A,27.0574066,7.647657215,11105.92546,1.1108,0.095546
VFC,VF,Consumer Discretionary,0.0077,0.0226,23.52507986,8.906055726,32846.551,0.6513,0.170056
VIAB,Viacom,Consumer Discretionary,unch,0.03,6.67897487,1.606615553,10893.10064,1.6074,0.366002
VLO,Valero Energy,Energy,0.002,0.0259,17.77130771,2.430027949,53162.42616,0.9328,0.203345
VMC,Vulcan Materials,Materials,-0.0213,0.0087,29.19740959,3.465736437,17028.12327,1.0837,0.128586
VNO,Vornado Realty Trust,Real Estate,-0.0074,0.0357,55.42439612,3.911655296,13568.57242,1.2075,0.039137
VRSK,Verisk Analytics,Industrials,0.0021,#N/A,26.61089506,8.252696723,18026.47355,0.562,0.335484
VRSN,VeriSign,Information Technology,-0.0028,#N/A,29.68359349,#N/A,13176.29777,0.7978,-0.388416
VRTX,Vertex Pharmaceuticals,Health Care,-0.0013,#N/A,45.42023631,15.4645387,37131.30841,1.9249,0.12031
VTR,Ventas,Real Estate,-0.0145,0.0576,38.31986585,1.808276814,19422.5835,0.4397,0.116423
VZ,Verizon Communications,Telecommunication Services,-0.0102,0.0494,10.55312238,3.899136763,198000.4802,0.716,0.920741
WAT,Waters,Health Care,-0.0102,#N/A,23.85713479,7.267545121,15370.07396,1.4772,0.011229
WBA,Walgreens Boots Alliance,Consumer Staples,0.0048,0.0255,10.56153602,2.280199526,62375.76626,0.8183,0.146163
WDC,Western Digital,Information Technology,-0.02,0.0233,5.870957831,2.272687566,25680.95704,0.8007,0.017432
WEC,WEC Energy Group,Utilities,0.0025,0.0355,18.45074255,1.978848611,19191.06978,0.0022,0.132435
WELL,Welltower,Real Estate,-0.005,0.06,39.21497023,1.544099273,21370.33722,0.5075,0.045652
WFC,Wells Fargo,Financials,-0.0067,0.0285,12.06897932,1.48890186,266107.6383,1.2564,0.121984
WHR,Whirlpool,Consumer Discretionary,-0.0266,0.0317,9.461043459,2.425201649,10401.85057,1.7,0.063855
WLTW,Willis Towers Watson,Financials,-0.0124,0.0158,15.82159796,1.891617993,20187.32546,0.9509,0.042826
WM,Waste Management,Industrials,-0.0022,0.0222,20.80084217,5.959796343,36020.82293,0.6838,0.361099
WMB,Williams Companies,Energy,unch,0.051,24.65139035,2.31520535,21931.68617,1.7263,0.221992
